DATE	CANDH	CFNAI	CFNAIDIFF	CFNAIMA3	EUANDH	KCFSI	PANDI	SOANDI	UMCSENT	USSLIND
1993-11-01	0.02	0.46	0.52	0.48	0.27	-0.63	0.12	0.05	81.2	2.30
1993-12-01	0.05	0.65	0.58	0.54	0.24	-0.89	0.35	0.00	88.2	2.40
1994-01-01	-0.04	0.16	0.53	0.43	0.16	-0.93	-0.04	0.08	94.3	2.22
1994-02-01	0.07	0.24	0.42	0.35	0.09	-0.87	-0.03	0.11	93.2	2.39
1994-03-01	0.05	1.32	0.44	0.57	0.46	-0.81	0.53	0.28	91.5	2.35
1994-04-01	0.03	0.46	0.47	0.67	0.27	-0.70	0.26	-0.10	92.6	2.31
1994-05-01	-0.02	0.78	0.63	0.85	0.39	-0.90	0.28	0.12	92.8	2.19
1994-06-01	0.05	0.63	0.59	0.62	0.16	-0.87	0.21	0.21	91.2	2.20
1994-07-01	-0.02	0.21	0.46	0.54	0.25	-0.96	0.05	-0.07	89.0	2.04
1994-08-01	0.07	1.01	0.44	0.62	0.22	-1.04	0.27	0.45	91.7	2.23
1994-09-01	0.02	0.36	0.35	0.53	0.30	-0.94	0.12	-0.09	91.5	2.19
1994-10-01	0.06	0.88	0.59	0.75	0.23	-0.76	0.45	0.14	92.7	2.08
1994-11-01	0.01	0.81	0.57	0.68	0.35	-0.76	0.25	0.20	91.6	1.82
1994-12-01	0.02	0.87	0.73	0.85	0.22	-0.58	0.43	0.20	95.1	1.53
1995-01-01	-0.01	0.24	0.58	0.64	0.12	-0.63	0.05	0.08	97.6	1.33
1995-02-01	-0.09	-0.21	0.32	0.30	0.05	-0.84	-0.13	-0.05	95.1	0.86
1995-03-01	0.01	-0.09	0.03	-0.02	-0.01	-0.84	-0.02	-0.08	90.3	0.92
1995-04-01	-0.06	-0.60	-0.23	-0.30	-0.18	-0.75	-0.18	-0.19	92.5	0.86
1995-05-01	0.05	-0.25	-0.21	-0.31	-0.30	-0.91	-0.03	0.03	89.8	1.18
1995-06-01	0.06	0.29	-0.07	-0.19	0.10	-0.69	0.08	0.05	92.7	1.12
1995-07-01	-0.04	-0.74	-0.09	-0.23	-0.05	-0.75	-0.38	-0.28	94.4	1.40
1995-08-01	0.04	0.95	0.09	0.17	0.12	-0.82	0.47	0.32	96.2	1.29
1995-09-01	0.00	0.19	0.06	0.13	0.12	-0.75	0.14	-0.07	88.9	1.22
1995-10-01	-0.06	-0.35	0.07	0.26	0.04	-0.64	-0.26	-0.07	90.2	0.96
1995-11-01	0.09	-0.10	-0.05	-0.09	-0.14	-0.75	-0.07	0.02	88.2	0.80
1995-12-01	0.05	0.04	-0.07	-0.14	-0.02	-0.70	0.00	0.01	91.0	1.36
1996-01-01	-0.08	-1.24	-0.14	-0.43	-0.30	-0.68	-0.58	-0.29	89.3	1.53
1996-02-01	0.10	1.08	0.00	-0.04	0.39	-0.69	0.62	-0.03	88.5	1.73
1996-03-01	0.04	-0.25	-0.07	-0.14	0.02	-0.74	-0.26	-0.04	93.7	2.02
1996-04-01	0.04	0.49	0.24	0.44	0.01	-0.77	0.35	0.08	92.7	2.05
1996-05-01	0.03	0.56	0.26	0.27	0.22	-0.91	0.24	0.08	89.4	1.80
1996-06-01	0.01	0.65	0.44	0.57	0.35	-0.88	0.39	-0.10	92.4	1.52
1996-07-01	0.02	-0.05	0.38	0.39	0.04	-0.81	-0.20	0.09	94.7	1.67
1996-08-01	0.04	0.39	0.37	0.33	0.21	-0.89	0.17	-0.02	95.3	1.48
1996-09-01	0.03	0.38	0.34	0.24	0.06	-0.91	0.26	0.02	94.7	1.58
1996-10-01	0.03	0.01	0.35	0.26	0.11	-0.92	-0.19	0.07	96.5	1.81
1996-11-01	0.02	0.62	0.39	0.34	0.14	-0.80	0.35	0.11	99.2	1.92
1996-12-01	0.02	0.10	0.34	0.24	0.04	-0.69	0.26	-0.22	96.9	1.75
1997-01-01	0.04	0.28	0.38	0.33	0.11	-0.77	-0.04	0.17	97.4	2.04
1997-02-01	0.03	1.04	0.41	0.47	0.23	-0.78	0.52	0.26	99.7	2.09
1997-03-01	0.03	0.51	0.50	0.61	0.26	-0.68	0.33	-0.11	100.0	1.71
1997-04-01	-0.01	0.14	0.48	0.57	0.16	-0.69	-0.16	0.16	101.4	1.57
1997-05-01	-0.01	0.42	0.41	0.36	0.18	-0.70	0.28	-0.03	103.2	1.64
1997-06-01	0.08	0.50	0.44	0.35	0.07	-0.60	0.16	0.20	104.5	1.90
1997-07-01	0.10	0.87	0.63	0.60	0.21	-0.65	0.38	0.18	107.1	2.05
1997-08-01	0.04	0.38	0.61	0.58	-0.01	-0.63	0.46	-0.10	104.4	2.08
1997-09-01	0.02	0.88	0.66	0.71	0.36	-0.48	0.32	0.19	106.0	2.12
1997-10-01	0.04	0.68	0.59	0.65	0.25	-0.42	0.42	-0.03	105.6	2.23
1997-11-01	0.06	0.94	0.70	0.83	0.32	-0.06	0.38	0.18	107.2	1.78
1997-12-01	0.07	0.05	0.51	0.56	0.07	-0.14	0.05	-0.13	102.1	1.53
1998-01-01	0.02	0.48	0.47	0.49	0.20	-0.14	0.23	0.03	106.6	1.46
1998-02-01	0.09	0.38	0.32	0.30	0.08	-0.36	-0.08	0.28	110.4	1.59
1998-03-01	0.08	0.02	0.26	0.29	-0.03	-0.31	-0.08	0.04	106.5	1.58
1998-04-01	0.09	0.37	0.25	0.26	0.20	-0.23	0.11	-0.03	108.7	1.57
1998-05-01	0.08	0.37	0.26	0.25	0.16	-0.38	0.14	-0.02	106.5	1.24
1998-06-01	0.10	-0.65	0.13	0.03	-0.07	-0.24	-0.46	-0.23	105.6	1.44
1998-07-01	0.02	-0.68	-0.16	-0.32	-0.20	-0.14	-0.37	-0.13	105.2	1.57
1998-08-01	0.05	1.51	-0.15	0.06	0.26	0.32	0.98	0.21	104.4	1.57
1998-09-01	0.11	-0.12	0.02	0.24	0.03	0.77	-0.32	0.06	100.9	1.52
1998-10-01	0.12	0.37	0.28	0.59	-0.04	1.27	0.25	0.04	97.4	1.54
1998-11-01	0.08	0.12	0.17	0.12	0.16	0.61	-0.14	0.02	102.7	1.64
1998-12-01	0.15	0.27	0.23	0.25	0.11	0.71	0.01	0.00	100.5	1.56
1999-01-01	0.04	0.18	0.11	0.19	0.05	0.73	0.11	-0.03	103.9	1.64
1999-02-01	0.11	0.60	0.26	0.35	0.07	0.71	0.18	0.23	108.1	1.75
1999-03-01	0.10	-0.12	0.07	0.22	-0.06	0.48	-0.10	-0.06	105.7	1.81
1999-04-01	0.06	0.01	0.04	0.16	0.05	0.42	-0.02	-0.07	104.6	1.51
1999-05-01	0.09	0.76	0.13	0.22	0.12	0.28	0.33	0.22	106.8	1.66
1999-06-01	0.07	-0.17	0.19	0.20	-0.03	0.04	-0.19	-0.03	107.3	1.64
1999-07-01	0.07	0.31	0.32	0.30	0.10	0.23	0.13	0.01	106.0	1.58
1999-08-01	0.10	0.41	0.21	0.18	0.04	0.39	0.18	0.09	104.5	1.45
1999-09-01	0.06	-0.24	0.20	0.16	-0.01	0.55	-0.26	-0.03	107.2	1.53
1999-10-01	0.04	1.15	0.37	0.44	0.24	0.65	0.67	0.21	103.2	1.60
1999-11-01	0.10	0.52	0.41	0.48	0.15	0.42	0.21	0.06	107.2	1.87
1999-12-01	0.19	0.80	0.67	0.82	0.16	0.37	0.35	0.09	105.4	2.16
2000-01-01	-0.03	0.42	0.52	0.58	0.32	0.52	-0.06	0.19	112.0	1.53
2000-02-01	0.15	-0.29	0.34	0.31	-0.06	0.28	0.11	-0.49	111.3	1.46
2000-03-01	0.08	0.66	0.33	0.26	0.19	0.65	0.17	0.23	107.1	1.51
2000-04-01	-0.02	0.71	0.44	0.36	0.22	1.02	0.30	0.21	109.2	1.37
2000-05-01	0.06	-0.65	0.38	0.24	-0.45	1.06	-0.06	-0.19	110.7	1.29
2000-06-01	0.03	0.14	0.18	0.07	0.00	1.07	-0.08	0.18	106.4	1.06
2000-07-01	0.00	-0.33	-0.08	-0.28	0.00	0.67	-0.12	-0.21	108.3	0.68
2000-08-01	0.07	-0.64	-0.16	-0.28	-0.28	0.40	-0.36	-0.07	107.3	0.97
2000-09-01	0.09	0.39	-0.08	-0.20	0.08	0.64	0.08	0.14	106.8	0.63
2000-10-01	0.01	-0.69	-0.21	-0.31	-0.12	0.86	-0.34	-0.24	105.8	0.26
2000-11-01	0.01	-0.47	-0.18	-0.26	-0.08	0.87	-0.21	-0.18	107.6	-0.05
2000-12-01	0.04	-0.44	-0.37	-0.53	-0.10	1.07	-0.39	0.01	98.4	-0.37
2001-01-01	0.03	-1.18	-0.42	-0.70	-0.35	1.00	-0.51	-0.35	94.7	0.09
2001-02-01	0.02	-0.93	-0.45	-0.85	-0.36	0.55	-0.53	-0.05	90.6	-0.01
2001-03-01	-0.01	-1.08	-0.58	-1.06	-0.38	0.82	-0.33	-0.35	91.5	-0.04
2001-04-01	0.07	-1.40	-0.60	-1.13	-0.72	0.76	-0.37	-0.39	88.4	-0.17
2001-05-01	0.04	-0.91	-0.61	-1.13	-0.48	0.29	-0.58	0.11	92.0	-0.22
2001-06-01	0.00	-1.53	-0.67	-1.28	-0.61	0.39	-0.52	-0.40	92.6	-0.13
2001-07-01	0.05	-0.87	-0.63	-1.10	-0.45	0.20	-0.40	-0.08	92.4	-0.38
2001-08-01	0.08	-0.95	-0.58	-1.12	-0.78	0.22	-0.30	0.05	91.5	-0.58
2001-09-01	-0.13	-1.47	-0.54	-1.10	-0.52	0.94	-0.33	-0.49	81.8	-0.41
2001-10-01	0.36	-1.10	-0.51	-1.17	-0.97	0.85	-0.51	0.02	82.7	-0.11
2001-11-01	-0.06	-1.30	-0.60	-1.29	-0.69	0.43	-0.39	-0.16	83.9	0.07
2001-12-01	-0.02	-0.52	-0.41	-0.97	-0.45	0.35	-0.07	0.01	88.8	-0.01
2002-01-01	0.06	-0.25	-0.27	-0.69	-0.50	0.23	0.16	0.03	93.0	0.50
2002-02-01	0.09	-0.28	-0.12	-0.35	-0.24	0.25	-0.13	0.00	90.7	0.61
2002-03-01	0.00	-0.16	-0.10	-0.23	-0.30	0.20	0.28	-0.15	95.7	0.90
2002-04-01	0.07	-0.01	-0.10	-0.15	-0.36	0.13	0.06	0.22	93.0	0.96
2002-05-01	-0.02	0.02	0.01	-0.05	-0.22	0.02	0.16	0.10	96.9	0.79
2002-06-01	0.10	0.40	0.11	0.13	-0.10	0.31	0.43	-0.04	92.4	0.38
2002-07-01	0.09	-0.57	-0.02	-0.05	-0.32	0.66	-0.28	-0.06	88.1	0.72
2002-08-01	0.04	-0.23	-0.12	-0.14	-0.27	0.53	-0.09	0.09	87.6	0.67
2002-09-01	-0.03	-0.40	-0.32	-0.40	-0.15	0.86	-0.06	-0.16	86.1	0.62
2002-10-01	0.06	-0.60	-0.35	-0.41	-0.26	1.04	-0.26	-0.14	80.6	0.54
2002-11-01	0.07	-0.05	-0.31	-0.35	-0.32	0.65	0.12	0.07	84.2	0.35
2002-12-01	0.12	-0.94	-0.36	-0.53	-0.43	0.37	-0.38	-0.25	86.7	0.09
2003-01-01	0.06	0.43	-0.12	-0.19	0.07	0.28	0.19	0.11	82.4	0.32
2003-02-01	-0.07	-0.66	-0.26	-0.39	-0.42	0.19	-0.03	-0.14	79.9	0.30
2003-03-01	0.11	-0.49	-0.17	-0.24	-0.47	0.24	-0.15	0.02	77.6	0.25
2003-04-01	0.09	-1.06	-0.44	-0.73	-0.38	0.06	-0.56	-0.20	86.0	0.53
2003-05-01	0.08	-0.16	-0.38	-0.57	-0.26	-0.21	-0.04	0.07	92.1	0.46
2003-06-01	0.13	-0.06	-0.31	-0.42	-0.25	-0.17	-0.02	0.08	89.7	0.48
2003-07-01	0.11	0.14	-0.07	-0.02	-0.26	-0.24	0.17	0.12	90.9	1.23
2003-08-01	0.15	-0.45	-0.13	-0.12	-0.14	-0.37	-0.24	-0.21	89.3	1.68
2003-09-01	0.01	0.43	0.00	0.04	-0.04	-0.48	0.24	0.21	87.7	1.54
2003-10-01	0.08	0.14	-0.05	0.04	0.03	-0.42	-0.04	0.07	89.6	1.54
2003-11-01	0.16	0.65	0.23	0.41	0.05	-0.44	0.43	0.00	93.7	1.75
2003-12-01	0.07	0.01	0.01	0.27	0.01	-0.57	-0.08	0.00	92.6	1.96
2004-01-01	0.09	0.13	0.02	0.26	0.04	-0.54	0.08	-0.09	103.8	1.55
2004-02-01	0.07	0.43	-0.01	0.19	-0.04	-0.67	0.26	0.15	94.4	1.36
2004-03-01	0.15	0.58	0.21	0.38	0.09	-0.71	-0.20	0.55	95.8	1.48
2004-04-01	0.05	0.25	0.30	0.42	0.16	-0.53	0.19	-0.15	94.2	1.34
2004-05-01	0.15	0.79	0.36	0.54	0.25	-0.55	0.37	0.01	90.2	1.25
2004-06-01	-0.03	-0.39	0.21	0.21	-0.06	-0.70	-0.42	0.11	95.6	1.25
2004-07-01	0.16	0.62	0.27	0.34	0.02	-0.60	0.39	0.04	96.7	1.26
2004-08-01	0.10	0.28	0.17	0.17	-0.03	-0.65	0.05	0.15	95.9	0.98
2004-09-01	0.16	0.15	0.23	0.35	0.04	-0.61	-0.03	-0.01	94.2	1.12
2004-10-01	0.09	0.67	0.25	0.37	0.14	-0.50	0.43	0.00	91.7	1.31
2004-11-01	0.05	0.01	0.16	0.28	-0.11	-0.62	-0.08	0.15	92.8	1.40
2004-12-01	0.16	0.88	0.34	0.52	0.07	-0.71	0.39	0.25	97.1	1.21
2005-01-01	0.08	0.31	0.22	0.40	-0.01	-0.71	0.12	0.12	95.5	1.24
2005-02-01	0.14	0.53	0.37	0.58	0.14	-0.86	0.26	-0.01	94.1	1.07
2005-03-01	0.07	-0.31	0.10	0.18	-0.02	-0.79	-0.20	-0.16	92.6	1.17
2005-04-01	0.17	0.70	0.19	0.31	0.28	-0.46	0.01	0.24	87.7	0.91
2005-05-01	0.02	0.01	0.03	0.14	-0.02	-0.58	0.05	-0.04	86.9	1.02
2005-06-01	0.23	0.47	0.25	0.40	0.12	-0.58	0.06	0.07	96.0	1.44
2005-07-01	0.15	-0.01	0.15	0.16	0.19	-0.59	-0.18	-0.18	96.5	1.76
2005-08-01	0.01	0.26	0.30	0.24	0.05	-0.76	0.02	0.18	89.1	1.78
2005-09-01	0.02	-0.90	0.07	-0.22	-0.19	-0.55	-0.72	-0.02	76.9	1.55
2005-10-01	0.12	0.92	0.17	0.09	0.13	-0.42	0.65	0.02	74.2	1.53
2005-11-01	0.20	0.88	0.24	0.30	0.16	-0.51	0.34	0.18	81.6	1.47
2005-12-01	0.11	0.44	0.46	0.75	0.05	-0.52	0.14	0.14	91.5	1.56
2006-01-01	0.19	0.59	0.50	0.64	0.29	-0.55	0.16	-0.04	91.2	1.38
2006-02-01	0.10	0.20	0.37	0.41	0.13	-0.65	-0.10	0.07	86.7	1.56
2006-03-01	0.09	0.32	0.37	0.37	0.13	-0.64	0.04	0.06	88.9	1.43
2006-04-01	0.07	-0.09	0.23	0.14	0.00	-0.46	0.12	-0.28	87.4	1.27
2006-05-01	0.05	-0.16	0.10	0.02	-0.15	-0.67	-0.24	0.19	79.1	1.05
2006-06-01	0.05	0.03	0.04	-0.07	-0.03	-0.45	0.09	-0.08	84.9	1.03
2006-07-01	0.07	-0.34	-0.07	-0.16	-0.12	-0.52	-0.17	-0.12	84.7	0.94
2006-08-01	-0.01	0.23	0.08	-0.03	0.00	-0.71	0.14	0.11	82.0	0.78
2006-09-01	0.06	-0.14	-0.07	-0.08	-0.02	-0.65	-0.13	-0.05	85.4	0.82
2006-10-01	0.04	-0.35	-0.14	-0.08	-0.11	-0.76	-0.16	-0.11	93.6	0.90
2006-11-01	0.01	-0.19	-0.32	-0.22	-0.06	-0.85	-0.14	0.00	92.1	1.15
2006-12-01	0.07	0.86	-0.05	0.11	0.07	-0.67	0.49	0.23	91.7	0.78
2007-01-01	-0.04	-0.75	-0.07	-0.03	-0.06	-0.72	-0.44	-0.22	96.9	1.08
2007-02-01	-0.02	0.27	0.06	0.13	-0.15	-0.80	0.35	0.09	91.3	0.93
2007-03-01	-0.01	0.20	-0.05	-0.09	0.16	-0.57	0.09	-0.03	88.4	0.95
2007-04-01	-0.03	-0.17	0.13	0.10	-0.40	-0.46	0.26	-0.01	87.1	0.88
2007-05-01	0.00	0.00	0.03	0.01	0.08	-0.54	-0.14	0.06	88.3	0.96
2007-06-01	-0.06	-0.25	-0.10	-0.14	-0.09	-0.59	-0.03	-0.06	85.3	0.74
2007-07-01	-0.03	-0.43	-0.26	-0.23	-0.28	-0.31	-0.07	-0.05	90.4	0.75
2007-08-01	-0.03	-0.36	-0.35	-0.35	-0.32	0.65	-0.17	0.15	83.4	0.56
2007-09-01	-0.07	-0.18	-0.32	-0.32	-0.14	0.41	0.13	-0.10	83.4	0.17
2007-10-01	-0.09	-0.70	-0.38	-0.41	-0.27	0.31	-0.41	0.06	80.9	0.40
2007-11-01	-0.06	-0.08	-0.30	-0.32	-0.04	0.89	0.11	-0.08	76.1	0.21
2007-12-01	-0.16	-0.64	-0.45	-0.47	-0.26	1.05	-0.11	-0.11	75.5	0.26
2008-01-01	-0.14	-0.53	-0.47	-0.42	-0.18	1.31	-0.25	0.03	78.4	0.13
2008-02-01	-0.18	-1.18	-0.70	-0.78	-0.30	1.09	-0.35	-0.35	70.8	0.17
2008-03-01	-0.13	-1.27	-0.79	-0.99	-0.41	1.72	-0.34	-0.39	69.5	-0.23
2008-04-01	-0.12	-1.10	-0.77	-1.18	-0.47	1.54	-0.63	0.12	62.6	-0.47
2008-05-01	-0.16	-1.27	-0.78	-1.21	-0.51	0.97	-0.32	-0.28	59.8	-0.46
2008-06-01	-0.15	-1.17	-0.76	-1.18	-0.58	1.40	-0.39	-0.06	56.4	-0.79
2008-07-01	-0.24	-1.76	-0.85	-1.40	-0.59	2.03	-0.58	-0.35	61.2	-1.25
2008-08-01	-0.19	-2.08	-0.85	-1.67	-0.65	1.47	-0.86	-0.38	63.0	-1.65
2008-09-01	-0.31	-3.58	-0.89	-2.47	-0.90	2.86	-1.77	-0.60	70.3	-2.07
2008-10-01	-0.34	-1.90	-0.83	-2.52	-0.91	5.93	-0.26	-0.40	57.6	-2.74
2008-11-01	-0.30	-3.51	-0.83	-3.00	-1.34	5.16	-1.10	-0.77	55.3	-2.96
2008-12-01	-0.39	-4.14	-0.82	-3.18	-1.45	4.83	-1.83	-0.47	60.1	-2.85
2009-01-01	-0.31	-4.55	-0.87	-4.07	-1.76	4.83	-1.66	-0.83	61.2	-3.10
2009-02-01	-0.39	-2.37	-0.80	-3.68	-1.37	4.31	-0.52	-0.08	56.3	-2.68
2009-03-01	-0.42	-3.58	-0.81	-3.50	-1.57	4.12	-1.01	-0.58	57.3	-2.10
2009-04-01	-0.39	-2.58	-0.78	-2.84	-1.28	3.57	-0.58	-0.33	65.1	-1.68
2009-05-01	-0.32	-2.16	-0.82	-2.77	-0.88	2.56	-0.75	-0.22	68.7	-1.16
2009-06-01	-0.33	-1.63	-0.71	-2.12	-0.77	1.43	-0.36	-0.16	70.8	-0.79
2009-07-01	-0.27	-0.10	-0.45	-1.30	-0.56	1.40	0.49	0.24	66.0	-0.19
2009-08-01	-0.17	-0.48	-0.23	-0.74	-0.49	0.87	0.38	-0.19	65.7	0.18
2009-09-01	-0.51	-0.55	-0.08	-0.38	-0.43	0.57	0.28	0.11	73.5	0.62
2009-10-01	-0.30	-0.64	-0.09	-0.56	-0.51	0.52	0.09	0.09	70.6	0.96
2009-11-01	-0.29	-0.07	-0.05	-0.42	-0.06	0.50	0.20	0.08	67.4	1.06
2009-12-01	-0.27	-0.66	-0.01	-0.46	-0.42	0.28	0.01	0.02	72.5	1.24
2010-01-01	-0.33	0.19	0.00	-0.18	0.02	0.48	0.48	0.01	74.4	1.15
2010-02-01	-0.28	-0.63	-0.12	-0.37	-0.32	0.13	-0.11	0.08	73.6	1.52
2010-03-01	-0.18	0.56	0.04	0.04	0.10	-0.26	0.43	0.21	73.6	1.48
2010-04-01	-0.25	0.57	0.17	0.17	0.37	-0.24	0.28	0.17	72.2	1.09
2010-05-01	-0.30	0.54	0.35	0.55	0.10	0.38	0.77	-0.03	73.6	1.10
2010-06-01	-0.32	-0.25	0.21	0.28	-0.11	0.34	0.01	0.17	76.0	0.94
2010-07-01	-0.32	0.34	0.16	0.21	0.10	0.36	0.29	0.28	67.8	0.99
2010-08-01	-0.26	-0.24	0.07	-0.05	-0.05	-0.05	0.03	0.03	68.9	1.05
2010-09-01	-0.29	-0.29	0.04	-0.06	-0.07	-0.09	-0.01	0.09	68.2	1.34
2010-10-01	-0.27	-0.24	-0.06	-0.26	0.16	0.06	-0.07	-0.06	67.7	1.18
2010-11-01	-0.30	-0.22	-0.02	-0.25	-0.04	-0.11	0.01	0.11	71.6	1.13
2010-12-01	-0.34	0.07	0.06	-0.13	0.07	-0.29	0.29	0.05	74.5	1.28
2011-01-01	-0.28	0.04	0.08	-0.04	0.05	-0.31	0.06	0.21	74.2	1.35
2011-02-01	-0.35	-0.51	-0.01	-0.13	0.28	-0.51	-0.14	-0.30	77.5	1.43
2011-03-01	-0.29	0.63	0.16	0.05	0.21	-0.36	0.32	0.39	67.5	1.36
2011-04-01	-0.33	-0.72	0.04	-0.20	0.12	-0.51	-0.33	-0.18	69.8	1.31
2011-05-01	-0.34	-0.25	0.13	-0.11	0.06	-0.55	0.10	-0.07	74.3	1.11
2011-06-01	-0.27	-0.11	-0.07	-0.36	0.03	-0.31	0.01	0.13	71.5	1.44
2011-07-01	-0.27	0.39	0.18	0.01	0.24	-0.19	0.32	0.10	63.7	1.47
2011-08-01	-0.33	-0.14	0.20	0.04	-0.02	0.45	0.07	0.13	55.8	1.66
2011-09-01	-0.25	-0.31	0.17	-0.02	0.22	0.48	-0.02	-0.25	59.5	1.53
2011-10-01	-0.23	0.10	0.12	-0.11	0.08	0.56	0.10	0.15	60.8	1.65
2011-11-01	-0.24	-0.36	0.01	-0.19	0.10	0.36	-0.16	-0.05	63.7	1.74
2011-12-01	-0.27	0.34	0.15	0.03	0.26	0.27	0.22	0.14	69.9	1.68
2012-01-01	-0.22	0.52	0.19	0.17	0.43	0.15	0.38	-0.07	75.0	1.64
2012-02-01	-0.20	0.05	0.39	0.31	0.07	-0.07	0.16	0.02	75.3	1.47
2012-03-01	-0.24	-0.33	0.21	0.08	0.27	-0.23	-0.30	-0.06	76.2	1.68
2012-04-01	-0.22	0.07	0.13	-0.07	-0.08	-0.19	0.37	0.01	76.4	1.42
2012-05-01	-0.25	-0.15	-0.01	-0.14	0.04	-0.07	-0.02	0.08	79.3	1.37
2012-06-01	-0.27	-0.45	-0.03	-0.18	0.02	-0.08	-0.03	-0.17	73.2	1.26
2012-07-01	-0.18	0.08	-0.02	-0.17	0.01	-0.12	0.10	0.16	72.3	1.20
2012-08-01	-0.23	-0.88	-0.22	-0.42	-0.03	-0.38	-0.41	-0.22	74.3	1.26
2012-09-01	-0.15	0.07	-0.19	-0.24	0.12	-0.47	0.01	0.09	78.3	1.24
2012-10-01	-0.21	-0.35	-0.30	-0.39	0.18	-0.39	-0.22	-0.10	82.6	1.70
2012-11-01	-0.16	0.58	0.04	0.10	0.00	-0.54	0.52	0.22	82.7	1.78
2012-12-01	-0.14	0.13	0.09	0.12	0.10	-0.56	0.19	-0.02	72.9	1.63
2013-01-01	-0.18	-0.50	0.03	0.07	0.10	-0.51	-0.33	-0.10	73.8	1.58
2013-02-01	-0.14	0.49	0.06	0.04	0.30	-0.67	0.29	0.04	77.6	1.45
2013-03-01	-0.14	-0.26	-0.01	-0.09	0.03	-0.65	0.08	-0.22	78.6	1.37
2013-04-01	-0.16	-0.34	0.02	-0.04	-0.04	-0.62	-0.20	0.07	76.4	1.41
2013-05-01	-0.15	0.00	-0.07	-0.20	0.03	-0.64	-0.05	0.17	84.5	1.74
2013-06-01	-0.19	-0.12	0.03	-0.16	0.09	-0.49	0.02	-0.05	84.1	1.56
2013-07-01	-0.16	-0.40	-0.01	-0.17	0.01	-0.70	-0.24	-0.01	85.1	1.93
2013-08-01	-0.16	0.22	0.02	-0.10	0.07	-0.84	0.28	0.03	82.1	1.53
2013-09-01	-0.17	0.27	0.08	0.03	0.06	-0.79	0.22	0.15	77.5	1.56
2013-10-01	-0.13	0.07	0.31	0.18	0.01	-0.83	0.07	0.11	73.2	1.56
2013-11-01	-0.08	0.66	0.42	0.33	0.38	-0.91	0.15	0.21		1.30
2013-12-01	-0.17	-0.21	0.21	0.17	0.02	-1.02	0.05	-0.10		1.23
2014-01-01	-0.21	-0.74	-0.07	-0.09	0.11	-0.89	-0.40	-0.23		1.23
2014-02-01	-0.17	0.53	-0.14	-0.14	0.07	-0.87	0.54	0.08		1.14
2014-03-01	-0.13	0.20	0.04	0.00	0.14	-0.82	0.21	-0.02		1.12
2014-04-01						-0.80				
